ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_390435,person wearing soccer gear,sports ball on the field,640,427,61,271,66,452,195,287,227,316,The person wearing soccer gear is running after the sports ball on the field.
alex_257943,person,yellow sports ball,640,426,69,404,62,630,158,197,308,342,The person is playing with the yellow sports ball.
alex_382263,person wearing sporty clothing,white sports ball,480,640,57,309,1,375,279,335,362,413,The person wearing sporty clothing is playing with the white sports ball.
alex_367929,person,round sports ball in the air,511,640,36,338,4,454,288,328,193,232,The person is hitting the round sports ball in the air.
alex_568132,person wearing red,yellow sports ball in the air,480,640,212,449,84,474,154,204,162,219,The person wearing red is throwing the yellow sports ball in the air.
alex_388422,man,sports ball,425,640,149,616,74,372,111,210,267,346,The man is holding the sports ball.
alex_463690,person wearing black,sports ball on the man's foot,427,640,259,520,141,421,271,329,83,139,The person wearing black is kicking the sports ball on the man's foot.
alex_307026,person wearing an eyeglasses,yellow sports ball against the racket,640,640,211,515,360,631,148,188,123,164,The person wearing an eyeglasses is hitting the yellow sports ball against the racket.
alex_29524,man,sports ball in the air,640,459,49,417,54,619,237,321,401,481,The man is playing with the sports ball in the air.
alex_538454,tall person wearing a dark shirt,round sports ball being held,612,612,396,597,63,458,415,457,211,253,The tall person wearing a dark shirt is kicking the round sports ball being held.
alex_266041,man,brown sports ball,500,313,7,276,74,491,182,286,54,181,The man is holding the brown sports ball.
alex_517465,boy,sports ball tossed in the air,427,640,155,335,82,415,155,208,101,152,The boy is stopping the sports ball tossed in the air.
alex_154971,falling aggressive person wearing a soccer uniform,round sports ball in the air,480,640,318,471,157,443,245,287,250,293,The falling aggressive person wearing a soccer uniform is kicking the round sports ball in the air.
alex_139113,boy in blue pants,sports ball in someone's hands,427,640,0,153,0,425,332,375,123,164,The boy in blue pants is chasing the sports ball in someone's hands.
alex_425324,man,brown sports ball in the grass,480,640,47,243,79,391,425,478,339,391,The man is playing with the brown sports ball in the grass.
alex_10123,man wearing a white shirt and black skirt,yellow sports ball in the air,427,640,93,422,3,426,129,168,342,380,The man wearing a white shirt and black skirt is hitting the yellow sports ball in the air.
alex_454543,person wearing a tank top,white sports ball,640,361,3,227,199,626,180,216,255,303,The person wearing a tank top is playing with the white sports ball.
alex_398742,person,colorful sports ball in his hand,640,427,2,374,44,541,219,295,203,275,The person is holding the colorful sports ball in his hand.
alex_463272,person,round sports ball in the game,400,640,263,629,4,393,406,440,71,109,The person is about to hit the round sports ball in the game.
alex_80306,person,green sports ball being held,640,514,68,358,27,639,278,325,505,543,The person is holding the green sports ball being held.
alex_135604,young man,white sports ball on the grass,427,640,455,554,38,338,424,464,283,319,The young man is about to kick the white sports ball on the grass.
alex_352694,man,yellow sports ball,640,469,93,353,27,612,169,266,325,426,The man is jumping at the yellow sports ball.
alex_306619,person,white sports ball on the grass,640,543,134,404,223,515,287,343,472,522,The person is kicking the white sports ball on the grass.
alex_238013,person wearing a t-shirt,round sports ball in the air,334,500,42,294,63,329,391,430,135,168,The person wearing a t-shirt is hitting the round sports ball in the air.
alex_99798,person,round sports ball,640,582,123,447,157,496,279,327,462,508,The person is getting ready to kick the round sports ball.
alex_487898,girl,sports ball on the wood floor,640,426,138,326,33,350,58,136,345,418,The girl is running after the sports ball on the wood floor.
alex_522065,person wearing pink shorts,round sports ball,640,426,69,287,31,632,72,195,155,287,The person wearing pink shorts is holding the round sports ball.
alex_98284,person,white sports ball in the glove,640,499,92,488,55,630,353,414,195,229,The person is catching the white sports ball in the glove.
alex_537069,boy,sports ball,409,640,334,499,76,403,442,480,141,177,The boy is hitting the sports ball.
alex_49648,boy wearing a blue shirt,white sports ball in the air,640,427,54,345,112,563,314,379,505,570,The boy wearing a blue shirt is controling the white sports ball in the air.
alex_273909,injured man,green sports ball in air,425,640,103,392,238,359,323,359,252,289,The injured man is stopping the green sports ball in air.
alex_556537,athletic person,round sports ball,427,640,320,553,2,365,40,99,281,338,The athletic person is kicking the round sports ball.
alex_444927,man wearing glasses,white sports ball,427,640,112,545,6,404,35,109,313,388,The man wearing glasses is blocking the white sports ball.
alex_418816,man,black bicycle on the sidewalk,480,640,234,447,73,463,146,510,211,418,The man is pushing the black bicycle on the sidewalk.
alex_95474,white person,bicycle is parked,640,427,219,426,315,639,5,296,454,630,The white person is riding past the bicycle is parked.
alex_310278,man,yellow bicycle on the left side of the car,478,640,123,332,59,416,28,410,240,449,The man is riding the yellow bicycle on the left side of the car.
alex_34866,person,blue bicycle,375,500,323,392,108,312,182,337,238,339,The person is near the blue bicycle.
alex_124979,tired person,bicycle on the street,422,640,26,269,159,241,291,558,131,298,The tired person is lying near the bicycle on the street.
alex_467000,man wearing a blue vest,orange bicycle,427,640,298,470,42,426,115,328,264,421,The man wearing a blue vest is standing with the orange bicycle.
alex_127074,person wearing khakis,hidden bicycle,630,640,194,400,44,548,556,639,347,482,The person wearing khakis is ignoring the hidden bicycle.
alex_403565,man wearing a bicycle uniform including a helmet,bicycle on the side of the road,640,447,181,280,230,520,39,357,318,531,The man wearing a bicycle uniform including a helmet is standing next to the bicycle on the side of the road.
alex_264336,person wearing a red coat,long bicycle on the sidewalk,427,640,166,199,280,353,129,225,311,360,The person wearing a red coat is riding the long bicycle on the sidewalk.
alex_10393,mad man wearing a sweater,bicycle in the street,480,640,204,537,30,477,88,639,268,479,The mad man wearing a sweater is riding the bicycle in the street.
alex_139291,man,bicycle leaning against a wall,375,500,283,369,49,121,57,225,120,289,The man is riding past the bicycle leaning against a wall.
alex_315564,man wearing a white shirt and jeans,small bicycle in the road,427,640,417,589,78,332,454,609,216,402,The man wearing a white shirt and jeans is riding the small bicycle in the road.
alex_268469,man,red bicycle in the grass,479,640,484,610,10,258,85,486,89,398,The man is sitting behind the red bicycle in the grass.
alex_344271,happy grey person,gold bicycle in front,480,640,65,399,35,416,0,613,142,475,The happy grey person is sitting with the gold bicycle in front.
alex_49371,man,pink bicycle under the person,640,427,161,322,71,410,5,407,204,466,The man is riding the pink bicycle under the person.
alex_520427,person wearing cycling gear,black bicycle parked on the sidewalk,480,640,257,506,37,474,25,466,285,473,The person wearing cycling gear is posing in front of the black bicycle parked on the sidewalk.
alex_155912,man,bicycle on the grass,427,640,500,595,196,420,32,197,263,328,The man is flying a kite near the bicycle on the grass.
alex_411938,person,black bicycle,427,640,387,524,141,418,427,605,278,421,The person is riding the black bicycle.
alex_108838,person wearing a helmet,white bicycle on the street,480,640,508,638,227,379,252,434,281,354,The person wearing a helmet is avoiding the white bicycle on the street.
alex_528729,person,orange bicycle on the street,480,640,168,309,92,466,115,460,287,468,The person is pushing the orange bicycle on the street.
alex_155997,man,red bicycle on the street,480,640,68,160,98,428,39,454,273,474,The man is stopping the red bicycle on the street.
alex_18783,person,green bicycle in a parking lot,525,640,188,327,123,502,124,475,286,510,The person is riding the green bicycle in a parking lot.
alex_31092,man,black bicycle on the sidewalk,456,640,273,422,45,217,164,435,135,306,The man is riding the black bicycle on the sidewalk.
alex_139637,person,black bicycle on the street,427,640,210,330,159,365,203,342,263,402,The person is riding the black bicycle on the street.
alex_459141,person wearing a pointy hat,grey bicycle standing up,335,500,135,304,76,328,49,431,153,330,The person wearing a pointy hat is pushing the grey bicycle standing up.
alex_577932,chubby man,pink bicycle in the cobble stone road,543,640,231,313,233,491,304,341,358,490,The chubby man is riding the pink bicycle in the cobble stone road.
alex_225686,man,metal bicycle above the sidewalk,640,429,119,314,205,419,108,414,386,630,The man is standing beside the metal bicycle above the sidewalk.
alex_61862,person,metal bicycle in front and to the right of the motorcycle,332,500,61,351,110,328,457,499,220,331,The person is standing beside the metal bicycle in front and to the right of the motorcycle.
alex_86448,man,grey bicycle,640,480,157,301,184,467,65,440,327,609,The man is posing with the grey bicycle.
alex_494014,person dressed up,silver bicycle parked by a mcdonald's,640,427,293,363,314,535,228,292,365,509,The person dressed up is walking by the silver bicycle parked by a mcdonald's.
alex_61897,person,black bicycle below the man,640,640,102,231,231,573,126,206,411,624,The person is riding the black bicycle below the man.
alex_300791,girl,bicycle,640,448,43,124,238,446,66,97,354,492,The girl is riding the bicycle.
alex_551383,person,wet bicycle in the street,612,612,313,533,409,598,413,502,513,603,The person is riding the wet bicycle in the street.
alex_543193,person wearing a helmet,blue bicycle on the pavement,500,500,183,365,70,397,82,409,205,429,The person wearing a helmet is riding the blue bicycle on the pavement.
