ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
2373358,shorts,shorts,333,500,155,234,204,275,268,352,133,229,Shorts are the ladies wearing
2373454,horses,horses,375,500,117,209,154,323,257,382,142,301,Horses are the police riding
2373520,clock,clock,414,500,242,302,122,183,232,323,321,405,A clock is on the building
1160174,Tables,Tables,683,1024,0,389,472,680,604,991,384,669,Tables are circular in shape
2373526,clock,clock,500,308,190,202,166,185,222,233,168,181,Clock is giving time
1160184,Bags,Bags,768,1024,749,834,207,317,58,216,196,498,Bags are the two girls wearing
1160184,Flip flops,Flip flops,768,1024,758,823,568,601,753,790,548,577,Flip flops is the girl with the yellow tee shirt wearing on her feet
2373691,wood,wood,375,500,318,498,0,232,352,499,0,210,Wood is the house on the right made of
2373715,horses,horses,167,500,233,284,113,138,283,330,114,142,Horses are the men riding
2373752,food,food,375,500,218,237,143,158,359,364,161,167,Food is in the boy's hands
1160213,vehicles,vehicles,683,1024,227,606,463,595,106,807,240,484,Two vehicles are facing the same way
1160220,Black flip flops,Black flip flops,1024,680,544,594,887,941,404,456,946,981,Black flip flops is woman wearing
2373854,boats,boats,375,500,36,154,133,176,2,38,129,168,Boats is behind it
1160244,Buildings,Buildings,683,1024,71,188,384,477,301,378,434,491,Buildings is in the picture
1160247,sign,face,768,1024,280,419,322,433,325,358,298,317,Sign in front of face is child holding up
2373987,Giraffes,Giraffes,334,500,169,264,71,266,266,401,71,269,Giraffes are the animals
2374102,coffee,bread,500,333,179,271,267,360,48,172,178,230,Coffee and bread is the focus
2374223,signs,signs,333,500,221,253,275,300,270,301,275,302,Two signs is the center
2374303,phones,phones,375,500,206,253,138,223,196,260,233,354,Cell phones are the two black boxes
2374373,trees,trees,335,500,3,142,266,334,430,499,282,334,Trees is in the background
2374474,parking meters,parking meters,500,495,168,287,238,500,296,418,237,500,Parking meters are the two objects in the immediate foreground
2374506,trucks,trucks,333,500,66,252,56,217,312,499,39,304,Trucks is present
2374506,car,car,333,500,68,267,52,220,317,497,32,298,Repairing his car is he doing
2374517,Cows,Cows,333,500,153,481,108,304,138,262,77,198,Cows is this a pic of
2374600,vegetables,pizza,500,500,180,292,334,384,5,451,157,397,There is vegetables and seasoning on the pizza is on the pizza
2374661,hands,hands,333,500,181,199,96,108,173,185,89,108,Shaking hands are the two surfers in the photo doing
2374702,buildings,buildings,326,500,385,498,84,230,37,475,19,143,Buildings is in the background
2374744,cup,cup,375,500,347,430,142,232,320,364,113,189,Cup is red on table
2374831,lamps,lamps,500,375,0,22,155,223,308,334,159,237,Lamps is on either side of the bed
2374843,buildings,buildings,375,500,287,497,9,253,0,288,0,247,Buildings is surrounding this area
2374860,Juice,Juice,375,500,327,391,153,211,117,156,69,110,Juice is yellow
2374983,tusks,tusks,375,500,243,278,195,234,255,305,177,237,Tusks are the white horns coming from the elephant
2375035,helmets,helmets,333,500,241,268,56,81,352,383,197,230,Batting helmets are the two players in white wearing on their head
2375296,plate,food,333,500,2,92,250,300,8,92,247,289,A plate with food is on the table
2375345,parking meters,parking meters,500,333,74,124,113,246,133,184,116,248,Parking meters is on the pole
2375358,people,people,375,500,195,237,142,189,288,326,132,171,People is in the water
2375369,frisbee,frisbee,333,500,193,239,142,154,281,316,304,314,Frisbee is the man playing
2375420,birds,birds,333,500,55,119,111,205,226,282,144,202,Birds is in the photo
2375429,bridles,bridles,333,500,264,467,143,285,240,454,124,274,Bridles are the horses wearing
2375473,knee pads,knee pads,335,500,360,390,86,115,387,416,117,140,Knee Pads is on his knees
2375642,Hats,Hats,375,500,327,368,39,68,453,474,48,59,Hats are the women standing wearing on their heads
2375718,candy,candy,333,500,261,276,93,108,275,289,93,105,Candy is in the case
2375733,trucks,trucks,335,500,140,362,33,118,0,100,29,115,Trucks is in the background
2375733,buildings,buildings,335,500,377,499,0,106,0,377,0,100,Buildings is around the parking lot
2375748,wine,wine,334,500,211,320,127,201,330,412,109,167,Wine is in the glass
2375799,airplane,airplane,333,500,235,355,123,163,14,139,215,245,An airplane is flying in the air
2375881,lights,lights,375,500,75,96,152,175,229,248,162,183,Two traffic lights is lit red
2375905,Stripes,Stripes,331,500,0,498,205,309,197,489,231,329,Stripes is on the road
2376010,plate,spatula,332,500,405,498,238,285,393,487,223,260,A plate and spatula is sitting on top of the cans on the table
2376218,sandwiches,sandwiches,337,500,121,162,216,301,239,294,239,286,Sandwiches are the boys eating
2376267,shirt,Boy,375,500,263,363,193,342,258,379,117,373,Boy's shirt is red
2376299,hats,hats,333,500,180,279,44,104,254,326,82,135,Hats are the policemen wearing on their heads
2376451,walls,walls,500,375,184,297,16,271,0,191,18,309,Walls is red
2376541,glass,porcelain,500,333,271,331,195,224,115,147,158,210,Glass and porcelain are the objects in the display made of
2376557,flowers,flowers,500,375,320,364,179,223,350,374,196,231,Flowers is depicted on the blue couch
2376589,Teddy bears,Teddy bears,476,500,104,339,7,338,189,476,2,453,Teddy bears is beige
2376615,poles,poles,206,500,111,160,98,166,116,166,105,152,Ski poles is in the woman's hands
2376620,kite,kite,339,500,72,171,12,289,324,419,11,288,A kite is the man holding
2376646,surfboards,surfboards,333,500,151,256,143,201,126,193,172,205,Surfboards are the people holding
2376676,people,people,399,500,119,433,74,398,17,289,61,398,Two people are dinner party is the focus
2376789,boats,boats,333,500,77,85,98,110,14,23,104,111,Boats is in the background
2376888,motorcycles,motorcycles,333,500,64,385,102,249,346,458,144,247,Motorcycles are the people riding
2376904,bag,arm,332,500,174,330,183,332,169,292,187,301,The bag on her arm is black
2376913,Tracks,Tracks,352,500,171,479,255,351,232,498,264,351,Tracks are the trains on
2377028,wall,wall,375,500,0,296,0,242,273,498,0,247,Wall is red
2377056,Motorcycles,Motorcycles,333,500,1,433,31,331,242,499,126,331,Motorcycles are the policemen driving
2377063,egg,egg,500,334,128,314,159,277,3,91,1,45,An egg is on top of the rice
